suburb,postcode,pri_breed,pri_colour,de_sexed,yrmonth
SPRINGVALE SOUTH,3172,Miniature Fox Terrier,Black & White,Y,2007-11
SPRINGVALE SOUTH,3172,Shar Pei,Red & Fawn,Y,2013-03
KEYSBOROUGH,3173,Maltese X,White & Apricot,Y,2010-09
KEYSBOROUGH,3173,Kelpie X,Black,Y,2013-02
KEYSBOROUGH,3173,Maltese X,White,Y,2003-04
KEYSBOROUGH,3173,Pomeranian X,Black,N,2009-06
KEYSBOROUGH,3173,Maltese,White & Apricot,Y,2006-10
KEYSBOROUGH,3173,Chihuahua X,Tan & Cream,N,2007-05
KEYSBOROUGH,3173,Akita,Red & White,N,2006-06
KEYSBOROUGH,3173,Beagle,Tri Coloured,Y,2013-09
KEYSBOROUGH,3173,Staffordshire Bull Terrier X,Brindle,Y,2007-03
SPRINGVALE,3171,Maltese X,Tri Coloured,Y,2006-01
SPRINGVALE,3171,Maltese,White,Y,2010-08
SPRINGVALE,3171,Chihuahua X,White & Brown,N,2005-07
SPRINGVALE,3171,Rhodesian Ridgeback  X,Tan & White,Y,1998-09
SPRINGVALE,3171,Staffordshire Bull Terrier X,Brindle & White,Y,2008-10
SPRINGVALE,3171,Papillon X,Tri Coloured,N,2004-09
SPRINGVALE,3171,Papillon X,Tri Coloured,Y,2006-10
SPRINGVALE,3171,Pomeranian,Ginger,Y,2006-03
SPRINGVALE,3171,Papillon X,Tri Coloured,N,2008-09
SPRINGVALE,3171,Papillon X,Tri Coloured,N,2010-03
SPRINGVALE,3171,Jack Russell Terrier,Black & White,Y,2008-12
SPRINGVALE,3171,Maltese X,Tri Coloured,N,2013-11
SPRINGVALE,3171,Maltese X,Tri Coloured,Y,2012-07
SPRINGVALE,3171,Shih Tzu X,Tri Coloured,N,2015-03
SPRINGVALE,3171,American Staffordshire Bull Terrier,Blue & White,N,2011-04
NOBLE PARK,3174,Swiss Shepherd,White,Y,2014-08
NOBLE PARK,3174,Shih Tzu,Tri Coloured,N,2006-02
NOBLE PARK,3174,Jack Russell Terrier X,White & Brown,Y,2011-01
NOBLE PARK,3174,Staffordshire Bull Terrier X,Black,Y,2010-08
NOBLE PARK,3174,Keeshond,Black & Cream,Y,2004-05
NOBLE PARK,3174,Terrier X,Apricot & White,Y,2009-01
NOBLE PARK,3174,American Staffordshire Bull Terrier,Black,Y,2006-02
NOBLE PARK,3174,German Shepherd,Tan & Black,N,2006-03
NOBLE PARK,3174,Maltese X,Tri Coloured,Y,2000-12
NOBLE PARK,3174,Kelpie,Red & Tan,Y,2014-12
NOBLE PARK,3174,Kelpie,Red & Tan,Y,2013-11
NOBLE PARK,3174,Jack Russell Terrier X,White & Tan,Y,2014-07
NOBLE PARK,3174,Miniature Dachshund,Red & Brown,Y,2004-11
KEYSBOROUGH,3173,Dachshund,Tan,Y,2014-06
KEYSBOROUGH,3173,Dachshund,Tan,Y,2015-07
KEYSBOROUGH,3173,Maltese X,White,N,2014-12
KEYSBOROUGH,3173,Pug X,Tan,Y,2013-03
KEYSBOROUGH,3173,Toy Poodle,Black,Y,2012-04
KEYSBOROUGH,3173,Jack Russell Terrier,White & Beige,Y,2006-10
KEYSBOROUGH,3173,Labrador,Yellow,Y,2011-02
KEYSBOROUGH,3173,Maltese X,Sable & White,N,2015-08
KEYSBOROUGH,3173,Pomeranian,Brown,N,2008-02
KEYSBOROUGH,3173,Pomeranian X,Tri Coloured,N,2012-03
KEYSBOROUGH,3173,Maltese,White,N,2011-11
KEYSBOROUGH,3173,Jack Russell Terrier X,Cream & White,Y,2015-07
KEYSBOROUGH,3173,Jack Russell Terrier X,Tri Coloured,Y,2015-06
KEYSBOROUGH,3173,Maltese X,Black,Y,2009-03
KEYSBOROUGH,3173,Maltese X,Brown & Grey,Y,2009-03
KEYSBOROUGH,3173,Poodle X,Apricot,Y,2005-05
DANDENONG,3175,Beagle,White & Fawn,N,2009-05
DANDENONG,3175,Beagle,Tri Coloured,Y,2007-02
DANDENONG,3175,Staffordshire Bull Terrier,White & Brown,N,2009-11
DANDENONG,3175,Pomeranian,Brown,Y,2005-03
DANDENONG,3175,Staffordshire Bull Terrier,Brindle,N,2005-10
DANDENONG,3175,Miniature Bull Terrier,White,Y,2009-07
KEYSBOROUGH,3173,Jack Russell Terrier,White & Brown,Y,2013-01
KEYSBOROUGH,3173,Toy Poodle X,Apricot,Y,2009-11
KEYSBOROUGH,3173,Poodle X,Black,Y,2003-02
KEYSBOROUGH,3173,Heeler X,Blue & Black,Y,2001-03
KEYSBOROUGH,3173,English Staffordshire Bull Terrier,Blue,N,2011-11
KEYSBOROUGH,3173,English Staffordshire Bull Terrier,Blue,N,2011-11
KEYSBOROUGH,3173,Border Collie,Black & White,Y,2004-05
KEYSBOROUGH,3173,Terrier,Tri Coloured,N,2001-12
KEYSBOROUGH,3173,Maltese X,White & Apricot,N,2010-04
KEYSBOROUGH,3173,Maltese X,Tri Coloured,N,2010-10
KEYSBOROUGH,3173,Shar Pei,Black,Y,2010-07
KEYSBOROUGH,3173,Maltese X,Black,Y,2008-05
NOBLE PARK,3174,German Shepherd,Black & Tan,Y,2007-03
NOBLE PARK,3174,Jack Russell Terrier X,Tri Coloured,Y,2015-05
NOBLE PARK,3174,Jack Russell Terrier,Black & White,N,2008-05
NOBLE PARK,3174,Terrier X,Gold,Y,2006-12
NOBLE PARK,3174,Staffordshire Bull Terrier X,Tan,Y,2008-10
NOBLE PARK,3174,Pug,Brown,Y,2008-08
NOBLE PARK,3174,Kelpie X,Black & Tan,Y,2014-11
NOBLE PARK,3174,Staghound X,White,Y,2015-01
SPRINGVALE,3171,Jack Russell Terrier,White & Tan,Y,2004-01
SPRINGVALE,3171,Yorkshire Terrier,Black & Tan,N,2011-01
SPRINGVALE,3171,Poodle X,Apricot,Y,2006-04
SPRINGVALE,3171,Jack Russell Terrier X,Tri Coloured,N,2006-06
SPRINGVALE,3171,German Shepherd,Brown & Black,N,2008-01
SPRINGVALE,3171,Sheltie,Brindle & White,Y,2000-04
SPRINGVALE,3171,Terrier,Grey,N,2007-02
SPRINGVALE,3171,Australian Terrier X,Black & Tan,Y,2012-10
SPRINGVALE,3171,Labrador,Brown,N,2014-06
SPRINGVALE,3171,German Shepherd X,Tri Coloured,N,2014-08
DANDENONG,3175,English Staffordshire Bull Terrier,White & Brown,Y,2006-01
DANDENONG NORTH,3175,Rottweiler X,Black & Tan,N,2015-09
DANDENONG NORTH,3175,Pug X,Fawn & Black,N,2012-08
DANDENONG NORTH,3175,Heeler,Blue,Y,2009-07
DANDENONG NORTH,3175,Toy Poodle,Black,Y,2001-05
DANDENONG NORTH,3175,Kelpie X,Black & White,Y,2004-06
DANDENONG NORTH,3175,Jack Russell Terrier X,Black & White,N,2006-06
DANDENONG NORTH,3175,Pug X,Light Brown,Y,2007-06
DANDENONG NORTH,3175,Labrador,Gold,Y,2004-01
DANDENONG NORTH,3175,Jack Russell Terrier X,Brown,N,2003-07
DANDENONG NORTH,3175,Miniature Pinscher,Brown & Black,Y,2007-11
DANDENONG NORTH,3175,Shih Tzu,Brindle,N,2009-11
DANDENONG NORTH,3175,Maltese X,White & Brown,Y,2015-07
DANDENONG NORTH,3175,English Staffordshire Bull Terrier,Tri Coloured,Y,2013-11
NOBLE PARK NORTH,3174,Pomeranian,Cream,Y,2014-07
NOBLE PARK NORTH,3174,Pomeranian,Tan & Black,Y,2014-12
NOBLE PARK NORTH,3174,Yorkshire Terrier,Tri Coloured,Y,2007-05
NOBLE PARK NORTH,3174,Staffordshire Bull Terrier,Brindle,Y,2005-06
NOBLE PARK NORTH,3174,Pomeranian X,Tan & White,Y,2000-10
NOBLE PARK NORTH,3174,Staffordshire Bull Terrier,Tan,N,2003-12
NOBLE PARK,3174,American Bull Dog X,White & Brindle,N,2012-11
NOBLE PARK,3174,German Shepherd X,Black & Tan,N,2014-10
NOBLE PARK,3174,Labrador,Gold,Y,2008-10
NOBLE PARK,3174,Sheltie X,Sable & White,Y,2007-05
NOBLE PARK,3174,American Staffordshire Bull Terrier,Brown & White,N,2005-06
NOBLE PARK,3174,Dalmatian,White & Black,Y,2002-11
NOBLE PARK,3174,Heeler,Blue,N,2002-11
NOBLE PARK,3174,German Shepherd,Tan & Black,Y,2008-11
DANDENONG NORTH,3175,German Shepherd,Black & Tan,N,2011-08
DANDENONG NORTH,3175,Corgi X,Red & White,N,2003-02
DANDENONG NORTH,3175,Miniature Fox Terrier,White & Tan,Y,2004-11
DANDENONG NORTH,3175,Cavoodle,Black,N,2005-04
DANDENONG NORTH,3175,Cavoodle,Black,Y,2011-02
DANDENONG,3175,Labrador,Gold,Y,2005-09
DANDENONG,3175,Chihuahua,White,Y,2005-01
DANDENONG,3175,Poodle,Black,Y,2004-11
DANDENONG,3175,Jack Russell Terrier X,White & Tan,Y,2006-01
DANDENONG,3175,Pomeranian,Tan,Y,2007-03
DANDENONG,3175,Pomeranian,White & Brown,N,2007-11
DANDENONG,3175,Pomeranian X,Tri Coloured,Y,2005-10
DANDENONG,3175,Poodle X,Grey & Black,Y,2008-09
DANDENONG,3175,Pomeranian,Tan & White,N,2014-10
DANDENONG,3175,Miniature Fox Terrier,White & Black,Y,2006-01
DANDENONG,3175,Cavalier King Charles Spaniel,Blenheim,Y,2010-06
DANDENONG,3175,Poodle,White,Y,2007-04
DANDENONG,3175,Shih Tzu X,Black & Tan,Y,2013-12
DANDENONG,3175,Maltese X,Black & White,Y,2005-05
DANDENONG,3175,Maltese X,Black & White,Y,2005-03
DANDENONG,3175,Heeler X,Tri Coloured,Y,2005-08
DANDENONG,3175,Golden Retriever,Gold,Y,2012-12
DANDENONG,3175,Staffordshire Bull Terrier,Brindle,Y,2011-12
DANDENONG,3175,Papillon X,Ginger & White,Y,2006-10
DANDENONG,3175,Dachshund X,Black & Grey,Y,2007-11
DANDENONG,3175,Jack Russell Terrier,Tan & White,Y,2009-02
DANDENONG,3175,Staffordshire Bull Terrier,Black,N,2008-08
DANDENONG,3175,Jack Russell Terrier,Black & White,Y,2003-09
DANDENONG,3175,Maltese X,White & Grey,Y,2002-07
DANDENONG,3175,Maltese X,White,Y,2011-07
DANDENONG,3175,Jack Russell Terrier X,Brown & White,Y,2004-11
DANDENONG,3175,West Highland Terrier X,Black & White,Y,2004-12
DANDENONG,3175,Maltese,White,N,2011-10
DANDENONG,3175,Maltese X,Tri Coloured,Y,2005-05
DANDENONG NORTH,3175,Kelpie,Black,N,2010-04
DANDENONG NORTH,3175,Kelpie,Brown & Tan,Y,2013-12
DANDENONG NORTH,3175,Beagle,Tan & White,Y,2012-05
DANDENONG NORTH,3175,Beagle,Tri Coloured,Y,2013-12
DANDENONG NORTH,3175,Staffordshire Bull Terrier X,Brindle,Y,2007-12
DANDENONG NORTH,3175,Pomeranian X,Red,Y,2004-02
DANDENONG NORTH,3175,Chihuahua X,Tri Coloured,Y,2011-10
SPRINGVALE,3171,Pomeranian,White,N,2006-03
SPRINGVALE,3171,Toy Poodle,Gold,N,2013-03
SPRINGVALE,3171,Poodle X,Black & White,Y,2007-04
NOBLE PARK NORTH,3174,German Shepherd,White,Y,2008-11
NOBLE PARK NORTH,3174,Kelpie X,Tri Coloured,Y,2007-08
NOBLE PARK NORTH,3174,Border Collie X,Black & White,Y,2005-02
DANDENONG,3175,German Shepherd,Black & Tan,N,2015-02
DANDENONG,3175,Japanese Spitz,White,Y,2010-09
DANDENONG,3175,Yorkshire Terrier X,Grey & Brown,N,2007-10
KEYSBOROUGH,3173,Border Collie X,Chocolate & White,Y,2015-12
KEYSBOROUGH,3173,Chihuahua X,Tri Coloured,Y,1999-09
KEYSBOROUGH,3173,Shih Tzu X,Black & White,Y,2003-04
KEYSBOROUGH,3173,Collie,Tri Coloured,N,2004-11
KEYSBOROUGH,3173,Pomeranian,Orange,N,2007-08
KEYSBOROUGH,3173,Maltese X,White,N,2004-08
KEYSBOROUGH,3173,Pomeranian,Sable,N,2009-10
KEYSBOROUGH,3173,Toy Poodle,Brown,N,2011-10
KEYSBOROUGH,3173,Kelpie X,Black,Y,2000-12
KEYSBOROUGH,3173,Rottweiler X,Black & Tan,Y,2009-04
KEYSBOROUGH,3173,Jack Russell Terrier,Tan & White,N,2005-06
KEYSBOROUGH,3173,Jack Russell Terrier,White & Tan,Y,2006-10
SPRINGVALE SOUTH,3172,Silky Terrier X,White & Black,N,2011-02
SPRINGVALE SOUTH,3172,Pomeranian,Fawn,N,2011-02
KEYSBOROUGH,3173,Jack Russell Terrier,Tri Coloured,N,2009-08
DANDENONG,3175,Maltese X,Unknown,N,2015-01
DANDENONG,3175,Staffordshire Bull Terrier X,Tri Coloured,Y,2008-06
DANDENONG NORTH,3175,Kelpie,Black & Tan,Y,2010-09
DANDENONG NORTH,3175,Retriever X,Black & White,Y,2004-07
DANDENONG NORTH,3175,Schnauzer,Grey & White,Y,2001-06
DANDENONG NORTH,3175,Jack Russell Terrier X,Black & White,Y,2003-01
DANDENONG NORTH,3175,Toy Poodle,Chocolate,Y,2013-07
DANDENONG NORTH,3175,Labrador,Cream,Y,2007-11
DANDENONG NORTH,3175,Staffordshire Bull Terrier,Black & Brindle,N,2010-09
DANDENONG NORTH,3175,Staffordshire Bull Terrier,Black & Brindle,N,2012-06
DANDENONG NORTH,3175,Jack Russell Terrier,Tri Coloured,Y,2002-03
DANDENONG NORTH,3175,Jack Russell Terrier,Tri Coloured,Y,2005-05
DANDENONG NORTH,3175,Staffordshire Bull Terrier,Brown,N,2013-03
DANDENONG NORTH,3175,West Highland Terrier,White,Y,2011-09
DANDENONG NORTH,3175,West Highland Terrier,White,Y,2008-09
DANDENONG NORTH,3175,Staffordshire Bull Terrier X,Chocolate & White,Y,2008-08
DANDENONG NORTH,3175,Poodle X,Black & White,Y,2007-11
DANDENONG NORTH,3175,West Highland Terrier X,Apricot,Y,2007-04
DANDENONG NORTH,3175,Staffordshire Bull Terrier X,Brindle,Y,2004-01
DANDENONG NORTH,3175,Jack Russell Terrier,White & Brown,Y,2006-01
DANDENONG NORTH,3175,Jack Russell Terrier,White & Tan,Y,2012-04
DANDENONG NORTH,3175,Chihuahua,Brown,Y,2011-09
DANDENONG NORTH,3175,Maltese X,White & Grey,Y,2003-01
NOBLE PARK,3174,Labrador,Gold,N,2011-08
NOBLE PARK,3174,German Shepherd,Black & Tan,N,2013-04
NOBLE PARK,3174,Chihuahua X,Gold,Y,2010-05
NOBLE PARK,3174,Papillon X,Tri Coloured,Y,2009-10
DANDENONG,3175,Jack Russell Terrier X,Tan & White,Y,2005-08
DANDENONG,3175,German Shepherd,Black & Yellow,N,2013-12
DANDENONG,3175,Basenji,Red & White,N,2006-05
NOBLE PARK,3174,Maltese X,Cream,N,2011-11
NOBLE PARK,3174,Staffordshire Bull Terrier X,Brindle,Y,2014-01
NOBLE PARK,3174,American Pitbull Terrier,Blue & Fawn,N,2015-04
NOBLE PARK,3174,Maltese X,Beige & White,Y,2003-04
NOBLE PARK,3174,Maltese X,Black & White,Y,2002-02
NOBLE PARK,3174,Fox Terrier X,White & Tan,Y,2007-10
DANDENONG,3175,Maltese X,Brown & White,N,2010-11
DANDENONG,3175,American Staffordshire Bull Terrier X,Tan,N,2002-06
DANDENONG,3175,Rhodesian Ridgeback  X,Tan & Black,Y,2003-03
DANDENONG NORTH,3175,Labrador,Gold,Y,2005-01
DANDENONG NORTH,3175,Maltese X,White & Tan,N,2002-02
DANDENONG NORTH,3175,Cavalier King Charles Spaniel X,Gold & White,Y,2010-11
DANDENONG NORTH,3175,Chihuahua,White & Brown,Y,2014-09
DANDENONG NORTH,3175,Maltese X,White & Black,Y,2011-08
DANDENONG NORTH,3175,Pomeranian,Apricot,Y,2013-10
DANDENONG NORTH,3175,Jack Russell Terrier,Tan & White,Y,2005-04
DANDENONG NORTH,3175,Jack Russell Terrier X,White & Tan,Y,2009-08
DANDENONG NORTH,3175,German Shepherd,Black & Tan,N,2006-09
DANDENONG NORTH,3175,Labrador,Chocolate,N,2014-02
DANDENONG NORTH,3175,Rottweiler,Black & Tan,N,2012-08
DANDENONG NORTH,3175,Rottweiler,Black & Tan,Y,2012-08
DANDENONG NORTH,3175,Pomeranian X,Apricot,Y,2011-05
DANDENONG NORTH,3175,Pomeranian,Brown & White,N,2001-08
DANDENONG NORTH,3175,Maltese X,Grey & White,Y,2008-01
DANDENONG NORTH,3175,Cavalier King Charles Spaniel,Blenheim,Y,2008-03
DANDENONG NORTH,3175,Rottweiler,Black & Tan,N,2010-01
NOBLE PARK,3174,Domestic,Black & Tan,Y,2009-08
NOBLE PARK,3174,Maltese X,Apricot,Y,2001-02
SPRINGVALE SOUTH,3172,German Shepherd,Tan & Black,Y,2014-12
SPRINGVALE SOUTH,3172,Maltese X,Tri Coloured,N,2012-10
SPRINGVALE SOUTH,3172,Border Collie X,Black & White,Y,2011-07
SPRINGVALE SOUTH,3172,Rhodesian Ridgeback,Red,Y,2011-08
SPRINGVALE SOUTH,3172,Golden Retriever,Gold,Y,2007-03
KEYSBOROUGH,3173,Terrier,White & Brown,N,2009-01
KEYSBOROUGH,3173,Maltese X,White,N,2003-11
KEYSBOROUGH,3173,Maltese X,White,N,2003-11
KEYSBOROUGH,3173,Border Collie,Black & White,N,2012-05
DANDENONG NORTH,3175,Cocker Spaniel X,Fawn & White,N,2005-07
DANDENONG NORTH,3175,Beagle,Fawn,N,2011-10
DANDENONG NORTH,3175,Fox Terrier X,Tri Coloured,Y,2009-05
DANDENONG NORTH,3175,Pomeranian X,Tan,Y,2013-09
DANDENONG NORTH,3175,Labrador X,Cream,Y,2012-10
DANDENONG NORTH,3175,Boxer,Brindle,Y,2014-05
DANDENONG NORTH,3175,Border Collie,Black & White,Y,2010-05
DANDENONG NORTH,3175,Maltese X,Tan,Y,2007-09
DANDENONG NORTH,3175,Maltese,White,Y,2010-11
DANDENONG NORTH,3175,Kelpie,Black,Y,2007-08
DANDENONG NORTH,3175,Fox Terrier X,White & Black,Y,2002-03
NOBLE PARK,3174,Dachshund X,Amber,Y,2003-08
NOBLE PARK,3174,Dachshund X,Amber,Y,2003-08
NOBLE PARK,3174,Pekinese X,Tri Coloured,N,2004-05
NOBLE PARK,3174,Pekinese X,Tri Coloured,N,2004-05
NOBLE PARK,3174,Jack Russell Terrier X,White & Tan,Y,2002-12
NOBLE PARK,3174,Maltese X,Tri Coloured,Y,2007-02
NOBLE PARK,3174,Blue Heeler X,Blue & White,Y,2010-01
NOBLE PARK,3174,Staffordshire Bull Terrier X,Tan,Y,2009-10
NOBLE PARK,3174,Fox Terrier X,White & Tan,Y,2003-07
NOBLE PARK,3174,Rottweiler,Black & Tan,Y,2006-07
DANDENONG,3175,Chihuahua X,Tan,N,2007-12
DANDENONG,3175,Labrador X,Gold,N,2011-06
DANDENONG,3175,Maltese X,Black & White,Y,2002-07
DANDENONG,3175,Jack Russell Terrier X,Tan,Y,2012-10
DANDENONG,3175,Staffordshire Bull Terrier X,Brindle & White,Y,2007-08
DANDENONG,3175,Staffordshire Bull Terrier X,Brown & White,N,2014-08
DANDENONG,3175,Jack Russell Terrier X,Black,N,2007-07
DANDENONG,3175,Jack Russell Terrier X,Black & White,N,2007-01
NOBLE PARK NORTH,3174,Cavalier King Charles Spaniel X,Tan,N,2009-11
NOBLE PARK NORTH,3174,English Staffordshire Bull Terrier,Black & Brindle,N,1998-07
NOBLE PARK NORTH,3174,English Staffordshire Bull Terrier,Brindle,Y,2009-03
NOBLE PARK,3174,Kelpie,Tan,Y,2010-05
NOBLE PARK,3174,Dalmatian X,Black & White,Y,2004-07
NOBLE PARK,3174,Domestic,Brown & Tan,N,2010-06
NOBLE PARK,3174,Domestic,Cream,N,2010-06
DANDENONG NORTH,3175,Maltese X,Black & White,Y,2009-07
DANDENONG NORTH,3175,Cocker Spaniel,Gold,Y,2010-12
DANDENONG NORTH,3175,Airedale Terrier,Black & Tan,N,2013-12
DANDENONG NORTH,3175,Toy Poodle,Brindle & Black,Y,2013-05
DANDENONG NORTH,3175,Fox Terrier X,White,Y,2004-09
NOBLE PARK NORTH,3174,American Bull Dog,White,N,2008-03
DANDENONG NORTH,3175,German Shepherd,Black & Tan,N,2002-10
DANDENONG NORTH,3175,Labrador,White,Y,2006-02
DANDENONG NORTH,3175,Chihuahua X,Fawn,Y,2012-07
DANDENONG NORTH,3175,Staffordshire Bull Terrier,Black,N,2005-04
DANDENONG NORTH,3175,Chihuahua,Black,Y,2005-02
DANDENONG NORTH,3175,Kelpie,Black & Tan,Y,2013-02
DANDENONG NORTH,3175,Poodle X,Tan,Y,2012-11
DANDENONG NORTH,3175,Labrador,Chocolate,Y,2011-07
DANDENONG NORTH,3175,German Shepherd,Black & Tan,N,2014-10
KEYSBOROUGH,3173,Maltese X,Unknown,N,2008-11
KEYSBOROUGH,3173,Golden Retriever,Gold,Y,2007-05
KEYSBOROUGH,3173,Staffordshire Bull Terrier,Black & White,Y,2004-04
DANDENONG NORTH,3175,Tibetan Spaniel,Cream,Y,2004-11
DANDENONG NORTH,3175,Springer Spaniel,White & Black,N,2015-12
DANDENONG NORTH,3175,Terrier,Brown,Y,2008-09
DANDENONG NORTH,3175,Labrador,Brown,N,2004-11
DANDENONG NORTH,3175,Golden Retriever,Gold,Y,2011-04
KEYSBOROUGH,3173,Poodle X,Brindle & Black,N,2013-11
KEYSBOROUGH,3173,Maltese,White,Y,2013-01
KEYSBOROUGH,3173,Maltese X,White,N,2006-04
KEYSBOROUGH,3173,Cavoodle,Gold,Y,2009-07
NOBLE PARK,3174,Labrador X,Black,Y,2003-05
NOBLE PARK,3174,Sheltie,Sable,Y,2012-01
NOBLE PARK,3174,Maltese X,Caramel & White,N,2012-10
NOBLE PARK,3174,Staffordshire Bull Terrier X,Tan,N,2006-05
NOBLE PARK,3174,Miniature Fox Terrier,Black & White,Y,2007-07
NOBLE PARK,3174,Labrador,Black,N,2011-03
NOBLE PARK,3174,Poodle,Apricot,Y,2010-04
NOBLE PARK,3174,Staffordshire Bull Terrier,Red & Tan,Y,2013-04
NOBLE PARK,3174,Staffordshire Bull Terrier,Red & Tan,Y,2013-04
NOBLE PARK,3174,Terrier X,White,Y,2000-07
NOBLE PARK NORTH,3174,Pug X,Tan,N,2009-06
NOBLE PARK NORTH,3174,Kelpie X,Black & Tan,Y,2003-03
NOBLE PARK NORTH,3174,Shih Tzu,Tri Coloured,Y,2014-01
NOBLE PARK NORTH,3174,Maltese X,White,N,2010-09
NOBLE PARK NORTH,3174,Siberian Husky X,Black & White,Y,2002-10
NOBLE PARK NORTH,3174,Jack Russell Terrier,Tan & White,Y,2008-07
NOBLE PARK NORTH,3174,Jack Russell Terrier,Black & White,N,2015-02
NOBLE PARK NORTH,3174,Miniature Fox Terrier X,Tan & White,Y,2014-08
NOBLE PARK NORTH,3174,Pomeranian,Tan & Red,N,2007-03
NOBLE PARK NORTH,3174,Pomeranian,Red,N,2009-09
NOBLE PARK NORTH,3174,Maltese X,Grey & Black,N,2007-08
NOBLE PARK NORTH,3174,Poodle X,Cream,Y,2012-02
NOBLE PARK NORTH,3174,Cavoodle,Tan & White,N,2011-08
SPRINGVALE SOUTH,3172,Maltese X,Tan & Black,N,2003-03
SPRINGVALE SOUTH,3172,Maltese X,Tan & Black,Y,2002-03
SPRINGVALE SOUTH,3172,Maltese X,White,Y,2002-10
SPRINGVALE SOUTH,3172,American Staffordshire Bull Terrier,Fawn,N,2014-11
SPRINGVALE SOUTH,3172,West Highland Terrier,White,N,2008-01
SPRINGVALE,3171,Pomeranian,Tri Coloured,Y,2003-10
SPRINGVALE,3171,Doberman Pinscher X,Black,N,2015-07
SPRINGVALE,3171,Doberman Pinscher X,Brown,N,2015-07
SPRINGVALE,3171,Siberian Husky,Black & White,N,2013-10
SPRINGVALE,3171,Jack Russell Terrier,White & Black,Y,2010-06
SPRINGVALE,3171,Maltese X,White,Y,2005-02
SPRINGVALE,3171,King Charles Spaniel,Ginger & White,Y,2010-08
SPRINGVALE,3171,King Charles Spaniel,Black & White,Y,2010-08
SPRINGVALE,3171,Pomeranian X,Yellow & White,Y,2002-04
DANDENONG,3175,Jack Russell Terrier X,White & Black,Y,2009-10
DANDENONG,3175,Cavalier King Charles Spaniel,Tri Coloured,Y,2007-08
DANDENONG,3175,Maltese X,White,Y,2008-01
KEYSBOROUGH,3173,Dachshund,Tan,Y,2013-10
KEYSBOROUGH,3173,Beagle,Tri Coloured,Y,2008-12
KEYSBOROUGH,3173,Beagle,Tri Coloured,N,2008-12
KEYSBOROUGH,3173,Pomeranian,Black,Y,2008-03
KEYSBOROUGH,3173,Poodle X,White,N,2012-01
KEYSBOROUGH,3173,Golden Retriever,Gold,Y,2006-09
KEYSBOROUGH,3173,Maltese,White,Y,2011-09
KEYSBOROUGH,3173,Poodle,Champagne,Y,2008-02
KEYSBOROUGH,3173,Miniature Schnauzer,Grey,Y,2015-05
KEYSBOROUGH,3173,Chihuahua,Tri Coloured,Y,2015-10
KEYSBOROUGH,3173,Siberian Husky X,Cream & Sable,Y,2007-09
KEYSBOROUGH,3173,Cavalier King Charles Spaniel,Blenheim,Y,2012-11
KEYSBOROUGH,3173,Papillon,White & Black,Y,2013-05
KEYSBOROUGH,3173,Maltese X,White & Apricot,Y,2008-11
KEYSBOROUGH,3173,Maltese X,White & Apricot,Y,2008-11
KEYSBOROUGH,3173,Cavalier King Charles Spaniel X,Gold,Y,2009-10
KEYSBOROUGH,3173,Maltese X,Apricot,Y,2008-02
KEYSBOROUGH,3173,Border Collie,Black & White,Y,2012-07
KEYSBOROUGH,3173,West Highland Terrier X,Cream,N,2010-11
NOBLE PARK,3174,Kelpie,Black & White,Y,2006-09
NOBLE PARK,3174,English Staffordshire Bull Terrier,White,Y,2013-11
NOBLE PARK,3174,Blue Heeler X,Tri Coloured,Y,2000-11
NOBLE PARK,3174,Maltese X,Tri Coloured,Y,2014-10
NOBLE PARK,3174,Pomeranian X,Tri Coloured,N,2008-04
NOBLE PARK,3174,American Staffordshire Bull Terrier,Blue,N,2006-04
NOBLE PARK,3174,American Staffordshire Bull Terrier,Black & White,N,2005-11
NOBLE PARK,3174,English Staffordshire Bull Terrier,Blue,Y,2014-03
NOBLE PARK,3174,Maltese X,Black & White,N,2005-05
NOBLE PARK,3174,Heeler X,Tri Coloured,Y,2008-02
NOBLE PARK,3174,American Staffordshire Bull Terrier,Blue & White,Y,2010-01
NOBLE PARK,3174,Beagle,Tri Coloured,Y,2010-04
NOBLE PARK,3174,Fox Terrier,Tan & White,Y,2003-06
NOBLE PARK,3174,Staffordshire Bull Terrier,Tan & White,N,2007-04
NOBLE PARK,3174,Staffordshire Bull Terrier X,Brindle,N,2011-12
NOBLE PARK,3174,Staffordshire Bull Terrier,Brindle & White,N,2004-01
NOBLE PARK,3174,Staffordshire Bull Terrier X,Tan,N,2011-01
NOBLE PARK,3174,English Staffordshire Bull Terrier,White,N,2011-01
NOBLE PARK,3174,American Staffordshire Bull Terrier,Gold,Y,2009-08
NOBLE PARK,3174,Shih Tzu,White & Brown,N,2004-09
NOBLE PARK,3174,Bichon Frise,White,Y,2015-03
DANDENONG NORTH,3175,Fox Terrier X,Tri Coloured,N,2012-05
DANDENONG NORTH,3175,Poodle X,White & Brown,Y,2005-05
DANDENONG NORTH,3175,Terrier,Gold,Y,2008-03
NOBLE PARK,3174,English Staffordshire Bull Terrier,Brindle,N,2013-10
NOBLE PARK,3174,Labrador X,Black,Y,2009-03
NOBLE PARK,3174,Shih Tzu X,White & Black,Y,2005-02
NOBLE PARK,3174,Pomeranian,Black & White,N,2008-03
NOBLE PARK,3174,Maltese X,White,Y,2002-05
NOBLE PARK,3174,Pomeranian X,Tan & White,Y,2009-12
NOBLE PARK,3174,Bull Mastiff,Fawn,N,2004-12
